TeamID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BALL,BALL
PlayerID,0,0,1,1,10,10,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,0,0,1,1,10,10,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,BALL,BALL
Attributes,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,92.36525,33.814163,68.23937,33.17959,51.8259,34.18305,53.25025,53.739902,64.38983,22.220503,52.228306,11.9995365,53.964233,25.319416,52.492428,68.18947,52.94118,44.529655,63.394215,49.520035,58.757336,60.301296,40.888805,39.0969,40.34548,32.228794,8.487009,35.602055,30.21719,23.804401,26.63205,43.73978,52.960278,43.34813,30.359562,53.6314,38.155556,53.96096,51.981018,24.960875,39.76898,23.470837,29.759342,31.485733,52.490284,34.225567
2,92.337555,33.769264,68.239494,33.190693,51.92402,34.145424,53.178905,53.749687,64.33556,22.221592,52.23732,11.999332,53.928635,25.34718,52.467503,68.18968,52.9229,44.503082,63.387028,49.52013,58.74311,60.308567,40.88904,39.111206,40.354553,32.237602,8.354577,35.568764,30.209137,23.796581,26.646185,43.73957,52.9746,43.347916,30.343788,53.62766,38.155804,53.975163,51.985706,24.974318,39.768993,23.471716,29.764608,31.495867,52.68281,34.1998
3,92.30986,33.724365,68.23961,33.201797,52.02214,34.1078,53.107563,53.759476,64.28129,22.222681,52.24633,11.999128,53.89304,25.37494,52.442577,68.1899,52.904617,44.47651,63.379833,49.52023,58.72889,60.315834,40.889282,39.125507,40.36362,32.246407,8.222151,35.535473,30.201084,23.788757,26.66033,43.73936,52.98893,43.347702,30.328003,53.623913,38.15605,53.989365,51.99039,24.987759,39.76901,23.472595,29.769873,31.505997,52.87536,34.17403
4,92.282166,33.67947,68.23973,33.212902,52.12027,34.070168,53.036224,53.769264,64.22702,22.22377,52.25534,11.998923,53.857445,25.4027,52.417652,68.19012,52.886337,44.449936,63.372646,49.520325,58.714676,60.323105,40.889523,39.13981,40.372692,32.255215,8.089732,35.502186,30.193022,23.780937,26.674465,43.73915,53.00325,43.34749,30.31223,53.620174,38.1563,54.003563,51.99508,25.0012,39.769024,23.473469,29.775139,31.51613,53.06793,34.14826
5,92.25447,33.63457,68.23985,33.224003,52.218407,34.032536,52.964886,53.77905,64.17275,22.22486,52.264355,11.998719,53.82185,25.43046,52.392723,68.19034,52.868053,44.423363,63.365456,49.52042,58.700455,60.33037,40.889763,39.154114,40.381763,32.264023,7.9573193,35.468903,30.184969,23.773113,26.688608,43.738937,53.01758,43.347275,30.296446,53.61643,38.156544,54.017765,51.999763,25.01464,39.76904,23.474348,29.780413,31.526258,53.260513,34.122482
6,92.25444,33.63003,68.239975,33.23511,51.8259,34.18305,52.94447,53.7793,63.92843,22.990538,52.235523,12.507437,53.749912,25.43185,52.3678,68.19055,52.885704,44.405212,63.358265,49.520515,58.686234,60.337643,40.89,39.168415,40.454327,32.33448,7.9751434,35.480446,30.176916,23.765293,26.702744,43.738728,53.031906,43.34706,30.28067,53.612686,38.15679,54.031963,52.004448,25.028082,39.769054,23.475225,29.785677,31.536392,53.600754,34.062706
7,92.25442,33.625496,68.24009,33.246216,51.84964,34.17066,52.924053,53.779552,64.02234,22.771326,52.231083,12.512073,53.713947,25.432545,52.22538,68.191795,52.90335,44.387062,63.322533,49.538887,58.650913,60.373604,40.891197,39.23993,40.49061,32.36971,7.9929676,35.491985,30.168863,23.75747,26.77344,43.73768,53.103535,43.345997,30.264887,53.608944,38.158028,54.102966,52.009136,25.041523,39.76907,23.476105,29.790943,31.546522,53.92286,33.985252
8,92.254395,33.62096,68.24021,33.25732,51.87338,34.158276,52.903637,53.7798,64.116264,22.552086,52.226643,12.516708,53.67798,25.43324,52.082966,68.19303,52.901325,44.243935,63.286583,49.539368,58.579357,60.374363,40.892994,39.34719,40.491814,32.44143,8.010792,35.50353,30.1608,23.749651,26.774143,43.77324,53.174156,43.27333,30.249113,53.6052,38.15844,54.126633,52.01382,25.054964,39.769085,23.476984,29.796207,31.556654,54.24577,33.961716
9,92.254364,33.61642,68.24033,33.268425,51.897118,34.145885,52.883217,53.780052,64.2102,22.332813,52.2222,12.521344,53.60554,25.398546,51.940567,68.19427,52.83073,44.316547,63.215332,49.59401,58.54404,60.410324,40.89419,39.418697,40.49302,32.51314,8.028616,35.515076,30.152748,23.741827,26.775555,43.844357,53.244785,43.200665,30.23333,53.601456,38.15885,54.150295,52.01851,25.068405,39.769096,23.477858,29.797575,31.62821,54.5862,33.90191
10,92.25434,33.611885,68.240456,33.27953,51.920856,34.133495,52.8628,53.780304,63.92843,22.990538,52.21776,12.52598,53.569576,25.399242,51.798176,68.19551,52.8309,44.328472,63.179386,49.594486,58.508263,60.410706,40.89599,39.52595,40.45694,32.48987,8.04644,35.526615,30.144695,23.734007,26.776258,43.879917,53.31542,43.127987,30.217554,53.597713,38.159264,54.17396,52.09142,25.13916,39.76911,23.478737,29.798943,31.699762,54.872562,33.825035
11,92.25431,33.60735,68.24057,33.290634,51.9446,34.121113,52.842384,53.780556,63.998013,22.753698,52.213318,12.530616,53.53361,25.399937,51.691387,68.19644,52.83107,44.3404,63.143444,49.594963,58.437176,60.447044,40.7876,39.438274,40.42086,32.46659,8.064264,35.53816,30.072203,23.663612,26.77654,43.894142,53.386055,43.05531,30.362268,53.77315,38.160496,54.244957,52.128906,25.246685,39.769127,23.479616,29.806982,31.70757,55.213608,33.80117
12,92.25429,33.60281,68.24069,33.30174,51.968338,34.108723,52.821968,53.780804,64.067604,22.516829,52.208878,12.535252,53.782867,25.214634,51.531216,68.19783,52.831238,44.35233,63.1075,49.59544,58.401863,60.483,40.67922,39.350594,40.38478,32.443317,7.9573193,35.468903,30.035955,23.628416,26.776823,43.908363,53.49252,42.982086,30.379597,53.755215,38.161114,54.280457,52.01954,25.140554,39.769142,23.480494,29.81502,31.715382,55.53601,33.723656
13,92.254265,33.598274,68.240814,33.31284,51.8259,34.18305,52.67906,53.782562,63.92843,22.990538,52.204437,12.539887,53.820847,25.358288,51.388855,68.19907,52.813335,44.35259,63.035614,49.596397,58.33032,60.48376,40.752872,39.492466,40.456738,32.477913,7.9750023,35.47452,29.963463,23.558023,26.777105,43.92259,53.598495,42.87305,30.396925,53.737278,38.16173,54.315952,52.27473,25.388193,39.769157,23.481373,29.823067,31.723188,55.82302,33.68272
14,92.25406,33.561977,68.24093,33.323948,52.077488,34.214672,52.607357,53.76562,64.10166,22.334988,52.199997,12.544523,53.78588,25.431156,51.246502,68.20031,52.795433,44.35285,62.999672,49.596874,58.29501,60.519714,40.827126,39.670082,40.49302,32.51314,7.9926853,35.48015,29.89097,23.487629,26.777386,43.93681,53.66915,42.800354,30.414253,53.71934,38.162968,54.386944,52.34764,25.458948,39.769173,23.482246,29.831104,31.730999,56.110077,33.64178
15,92.25396,33.54383,68.23937,33.17959,51.8259,34.18305,52.535656,53.748684,64.067184,22.480606,52.195557,12.549159,53.786884,25.503325,51.121952,68.20139,52.77728,44.335224,62.963734,49.59735,58.2597,60.555668,40.90078,39.811943,40.494225,32.584858,8.010368,35.485767,29.818478,23.417236,26.777668,43.951035,53.775642,42.727116,30.431583,53.701405,38.163277,54.40469,52.420555,25.529703,39.769188,23.483126,29.839142,31.738808,56.39718,33.600834
16,92.25385,33.525684,68.23724,33.179626,51.819927,34.18315,52.357044,53.75088,64.03228,22.589993,52.191113,12.553795,53.787388,25.539408,50.979618,68.20264,52.759125,44.317596,62.891853,49.59831,58.18816,60.556427,40.866947,39.919743,40.49543,32.656567,8.028051,35.49139,29.745985,23.346844,26.779078,44.02215,53.88164,42.61805,30.443134,53.689445,38.163586,54.42244,52.47524,25.58277,39.769203,23.484005,29.847181,31.746618,56.720284,33.559258
17,92.253654,33.489384,68.235115,33.17966,51.813946,34.183254,52.213657,53.717007,63.9978,22.73559,52.186672,12.558431,53.78839,25.611574,50.872356,68.168175,52.74097,44.299965,62.85591,49.598785,58.152855,60.59238,40.83312,40.027534,40.496635,32.728275,8.045734,35.497013,29.999708,23.59322,26.796398,44.00411,53.988155,42.544796,30.454693,53.677486,38.16389,54.440186,52.529922,25.635836,39.76922,23.484884,29.855227,31.754425,57.007957,33.554283
18,92.40123,33.704655,68.23299,33.1797,51.80797,34.183357,52.03456,53.68358,63.962902,22.844961,52.18223,12.5630665,53.7894,25.683737,50.730038,68.16941,52.722816,44.282337,62.819973,49.599262,58.08132,60.593136,40.799294,40.13532,40.49784,32.799984,8.063418,35.502636,30.21719,23.804401,26.81372,43.98607,54.094673,42.471535,30.466242,53.665527,38.1642,54.457935,52.67524,25.741278,39.769234,23.485762,29.863266,31.762238,57.258755,33.47795
19,92.54881,33.919918,68.23086,33.179737,51.801994,34.18346,51.89171,53.685337,63.92843,22.990538,52.17779,12.567701,53.7904,25.7559,50.58773,68.170654,52.687016,44.282864,62.7481,49.600216,58.04602,60.629086,40.76547,40.2431,40.51598,32.817596,8.134435,35.536964,30.226082,23.804224,26.831041,43.96803,54.16536,42.398808,30.483572,53.647587,38.165436,54.52892,52.784615,25.847414,39.769245,23.486637,29.871304,31.770044,57.510067,33.437603
20,92.47563,33.92117,68.22874,33.17977,51.796013,34.183563,51.71264,53.65191,63.92673,22.84568,52.17335,12.572337,53.791405,25.828058,50.445435,68.17189,52.686504,44.24708,62.712162,49.600697,57.974953,60.665413,40.766666,40.314575,40.53412,32.83521,8.24054,35.5707,30.234972,23.804049,26.848364,43.949986,54.271397,42.28971,30.500904,53.62965,38.16667,54.599907,52.893986,25.95355,39.76926,23.487514,29.943663,31.840328,57.761414,33.397247
21,92.40245,33.922417,68.22661,33.17981,51.790035,34.183662,51.569286,53.618046,63.925034,22.700815,52.16891,12.576973,53.792408,25.900215,50.285362,68.17329,52.650707,44.24761,62.676228,49.601173,57.939655,60.701363,40.767864,40.386047,40.606678,32.905663,8.311561,35.605034,30.243864,23.803871,26.883007,43.913902,54.377945,42.21643,30.502254,53.700527,38.167904,54.670887,53.00336,26.059689,39.769276,23.488394,29.95572,31.852043,58.01233,33.320885
22,92.384155,33.922726,68.22448,33.179848,51.78406,34.183765,51.39076,53.620247,63.923336,22.555943,52.16447,12.581609,53.79341,25.97237,50.178654,68.17422,52.650196,44.211826,62.60436,49.602127,57.86813,60.702114,40.769066,40.45752,40.642956,32.940887,8.417672,35.638775,30.252756,23.803696,26.90033,43.895863,54.484497,42.143143,30.503605,53.771404,38.238834,54.67003,53.148685,26.165138,39.76929,23.489273,29.967787,31.863754,58.26375,33.280514
23,92.36586,33.92304,68.22235,33.179882,51.77808,34.18387,51.24743,53.586384,63.92843,22.990538,52.056866,12.620316,53.794415,26.044521,50.03639,68.17545,52.614395,44.212353,62.568424,49.602604,57.832832,60.73806,40.770264,40.52899,40.644157,33.012592,8.488696,35.673107,30.288322,23.80299,26.917652,43.87782,54.590565,42.03402,30.574276,53.77053,38.30976,54.66917,53.257557,26.235209,39.769306,23.49015,29.979843,31.87547,58.5152,33.24014
24,92.347565,33.92335,68.22022,33.17992,51.772106,34.18397,51.068924,53.588585,63.91024,22.981844,51.98582,12.694479,53.794918,26.080597,49.89413,68.1767,52.578087,44.177094,62.53249,49.603085,57.76178,60.774384,40.772663,40.671925,40.64536,33.08429,8.593971,35.67132,30.306105,23.802637,26.91906,43.94894,54.661285,41.96126,30.64495,53.769657,38.345844,54.704235,53.366936,26.34135,39.76932,23.49103,30.052204,31.945753,58.766228,33.16375
25,92.32928,33.923664,68.2181,33.17996,51.76613,34.184074,50.925613,53.55473,63.892048,22.97315,51.914783,12.768637,53.75996,26.153435,49.76966,68.17778,52.57758,44.141315,62.460625,49.60404,57.690727,60.810703,40.77506,40.814846,40.681637,33.11952,8.665,35.705658,30.323889,23.802284,26.920467,44.020058,54.767864,41.887955,30.651379,53.76958,38.418007,54.77436,53.512268,26.446806,39.769337,23.491905,30.088385,31.980894,58.98176,33.123985
26,92.256096,33.92491,68.21597,33.179993,51.760147,34.184177,50.746616,53.521313,63.87386,22.964457,51.843754,12.84279,53.760963,26.22558,49.627422,68.179016,52.54178,44.141838,62.424694,49.604515,57.65497,60.81108,40.758152,40.868717,40.717915,33.154743,8.771126,35.7394,30.359455,23.801579,26.921875,44.09117,54.90933,41.742416,30.657797,53.7695,38.45409,54.80942,53.62165,26.55295,39.769352,23.492783,30.100443,31.99261,59.19731,33.084217
27,92.231575,33.901134,68.213844,33.18003,51.754173,34.18428,50.603848,53.523075,63.85567,22.955763,51.73617,12.881483,53.761967,26.297724,49.485195,68.18026,52.541267,44.10606,62.388763,49.604992,57.583923,60.847397,40.74124,40.922585,40.790474,33.225197,8.842158,35.77374,30.37724,23.801226,26.923283,44.162285,55.05081,41.59686,30.664225,53.76942,38.47213,54.826954,53.73103,26.659094,39.769367,23.493662,30.112509,32.004322,59.41289,33.04444
28,92.20705,33.877354,68.211716,33.18007,51.646584,34.186127,50.460564,53.489223,63.819504,22.956482,51.66515,12.9556265,53.762974,26.369865,49.37853,68.18118,52.50547,44.106583,62.317337,49.641727,57.548637,60.883335,40.67121,40.995144,40.79087,33.249092,8.842578,35.791504,30.395023,23.800873,26.959333,44.19732,55.15645,41.45183,30.670652,53.76934,38.490173,54.844486,53.876873,26.800621,39.76938,23.494541,30.124565,32.016037,59.592484,33.00529
29,92.18252,33.853577,68.209595,33.180103,51.57486,34.187355,50.2816,53.455814,63.746746,22.92171,51.594135,13.029766,53.763977,26.442005,49.235786,68.14705,52.50496,44.0708,62.28141,49.64221,57.477596,60.91965,40.637398,41.10287,40.79127,33.272995,8.8429985,35.809265,30.430592,23.800165,26.995386,44.232353,55.298454,41.342087,30.67708,53.76926,38.526253,54.87955,54.022217,26.906084,39.769394,23.495419,30.160746,32.051178,59.808113,32.965508
30,92.10894,33.782246,68.207466,33.18014,51.46728,34.1892,50.138863,53.45758,63.67399,22.886936,51.52312,13.1039,53.76498,26.514143,49.07581,68.148445,52.469162,44.071327,62.24548,49.642685,57.40609,60.920403,40.6392,41.21004,40.79167,33.29689,8.84468,35.880318,30.466162,23.79946,27.031437,44.267387,55.439987,41.196476,30.683498,53.769184,38.562336,54.91461,54.168064,27.047615,39.76941,23.496294,30.196926,32.086323,60.02377,32.92572
31,92.08455,33.78266,68.20534,33.18018,51.395565,34.190434,49.959923,53.424175,63.601234,22.852163,51.45159,13.141772,53.765484,26.55021,48.933617,68.14968,52.432854,44.03607,62.173626,49.64364,57.370808,60.956337,40.6404,41.281487,40.792873,33.368584,8.845521,35.915844,30.483946,23.799107,27.06749,44.30242,55.581543,41.050846,30.689926,53.769104,38.59842,54.949677,54.313416,27.153084,39.769424,23.497171,30.233107,32.121464,60.23945,32.885925
32,92.06016,33.783077,68.20321,33.180214,51.323334,34.155735,49.816677,53.390327,63.56507,22.852884,51.380066,13.179643,53.766487,26.622345,48.791435,68.150925,52.4147,44.018444,62.1377,49.644115,57.299774,60.99265,40.6422,41.38865,40.82915,33.403812,8.868921,35.91545,30.501732,23.798754,26.998198,44.37457,55.723114,40.905197,30.696354,53.769024,38.63389,54.94925,54.459267,27.294619,39.76944,23.49805,30.23356,32.14531,60.45516,32.84613
33,92.035774,33.783497,68.16666,33.144753,51.2511,34.12104,49.638294,53.39254,63.49232,22.818113,51.308544,13.21751,53.76749,26.694475,48.63096,68.11694,52.396545,44.000816,62.101776,49.644592,57.264496,61.028584,40.608395,41.496353,40.901703,33.474262,8.892312,35.915054,30.466162,23.79946,26.928911,44.446716,55.829308,40.795948,30.702782,53.768944,38.669357,54.948822,54.64059,27.399414,39.769455,23.49893,30.234015,32.169163,60.63486,32.806957
34,91.96261,33.784744,68.13049,33.14538,51.178867,34.086346,49.495068,53.358696,63.41957,22.783342,51.237026,13.255376,53.768494,26.766605,48.417183,68.083435,52.37839,43.98319,62.06585,49.64507,57.192997,61.02933,40.575188,41.639763,40.93798,33.509487,8.915712,35.914658,30.430592,23.800165,26.89427,44.482784,55.970913,40.650265,30.7092,53.768864,38.7403,54.947968,54.786446,27.540953,39.76947,23.499807,30.234468,32.19301,60.81458,32.767776
35,91.94431,33.785057,68.09394,33.109917,51.10664,34.05165,49.316177,53.3253,63.38341,22.784063,51.130016,13.330297,53.7695,26.838732,48.238422,68.014244,52.360233,43.96556,61.994003,49.646023,57.086704,61.101566,40.54138,41.74745,40.93918,33.581177,8.985907,35.91347,30.359455,23.801579,26.85963,44.518856,56.112537,40.50456,30.715628,53.768787,38.741524,55.01895,54.89485,27.574986,39.769485,23.500683,30.23583,32.26455,60.958282,32.729225
36,91.926025,33.78537,68.05778,33.110542,51.034935,34.052887,49.173504,53.32707,63.31066,22.749294,51.023018,13.405212,53.734547,26.911537,48.02468,67.98074,52.324436,43.96609,61.95808,49.6465,57.015686,61.13787,40.47258,41.89139,40.94038,33.652866,8.840476,35.702682,30.430592,23.800165,26.790354,44.59099,56.25418,40.358837,30.786306,53.767914,38.74275,55.08993,55.039234,27.608345,39.7695,23.501562,30.247887,32.276264,61.13804,32.69004
37,91.90773,33.785683,68.021225,33.07508,50.96323,34.05412,48.994637,53.293674,63.237915,22.714525,50.916027,13.480122,53.73555,26.98366,47.82818,67.91172,52.323925,43.93031,61.922157,49.646976,56.90893,61.17454,40.43878,41.99906,40.976654,33.68809,8.659105,35.456955,30.501732,23.798754,26.720375,44.62757,56.396324,40.24897,30.752314,53.83923,38.7429,55.0988,55.148144,27.678444,39.769516,23.50244,30.259953,32.287975,61.31781,32.650852
38,91.88944,33.785995,67.98506,33.075706,50.891006,34.01943,48.851448,53.25984,63.16517,22.679758,50.809048,13.555024,53.736557,27.05578,47.61447,67.87822,52.28813,43.930836,61.850315,49.64793,56.838398,61.246395,40.405586,42.142433,41.01293,33.723312,8.695043,35.491886,30.501902,23.807732,26.685741,44.663635,56.5021,40.103775,30.718323,53.91054,38.743057,55.107674,55.29254,27.711807,39.769527,23.503319,30.272009,32.29969,61.534096,32.647064
39,91.816284,33.787247,67.98389,32.967434,50.854633,33.98412,48.673145,53.262054,63.239635,22.859365,50.702076,13.62992,53.737057,27.091839,47.49177,67.98541,52.100437,43.325123,61.814396,49.648407,56.731655,61.283062,40.37179,42.250088,41.085484,33.793762,8.730981,35.52682,30.502071,23.816708,26.615063,44.664673,56.6438,39.958,30.684332,53.98185,38.74321,55.116547,55.401455,27.78191,39.769543,23.504198,30.34437,32.369976,61.71391,32.60787
40,91.798096,33.805702,67.94694,32.89588,50.782936,33.98535,48.529972,53.228226,63.313667,23.00276,50.594585,13.668568,53.738064,27.163954,47.278103,67.95192,52.06515,43.361443,61.778477,49.648888,56.660656,61.319355,40.338,42.35774,41.08668,33.865448,8.766918,35.561756,30.502241,23.825684,26.580431,44.700733,56.78599,39.84809,30.650343,54.053154,38.743362,55.12542,55.545864,27.815277,39.769558,23.505072,30.380548,32.405117,61.857685,32.5693
