TeamID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BALL,BALL
PlayerID,0,0,1,1,10,10,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,0,0,1,1,10,10,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,BALL,BALL
Attributes,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,92.11885,38.767212,71.53721,38.91346,54.641354,65.1218,47.00304,40.91485,71.35586,28.152914,58.849262,22.783998,63.836956,59.587906,65.07978,64.63176,57.524143,50.884636,74.83651,50.875046,59.48361,66.709305,54.69329,35.158627,52.460434,52.234547,24.06302,39.917778,51.383713,14.6841955,39.682693,65.44005,63.553772,59.911713,67.22695,64.11286,58.48718,67.037674,73.497665,39.495102,67.11772,31.484232,41.017773,37.216225,57.633392,64.5964
2,92.11905,38.803425,71.50158,38.96808,54.678005,65.19241,46.96842,40.986965,71.32015,28.207882,58.867764,22.819809,63.855103,59.60553,65.07999,64.64954,57.43668,51.046528,74.80087,50.929317,59.376377,66.71027,54.69428,35.230507,52.49846,52.39453,24.09908,39.952816,51.384758,14.75666,39.577087,65.47639,63.58964,59.911327,67.227936,64.20186,58.665806,67.03607,73.49836,39.567177,67.08236,31.557089,41.01837,37.25201,57.378136,64.20821
3,92.082504,38.804005,71.46577,39.00468,54.696823,65.26318,46.933247,41.0233,71.28426,28.244751,58.83215,22.856699,63.854683,59.56989,65.061844,64.63193,57.331078,51.190777,74.765076,50.965656,59.21486,66.6585,54.677063,35.284718,52.499985,52.501484,24.099804,39.98841,51.331787,14.830309,39.471485,65.51272,63.62551,59.910942,67.192825,64.27339,58.52175,66.94866,73.46251,39.603783,67.01085,31.63058,40.98332,37.288383,57.1763,63.807648
4,92.06423,38.80429,71.37533,39.00612,54.71564,65.33396,46.89863,41.095413,71.248,28.245422,58.79607,22.85742,63.8722,59.534058,65.007645,64.59687,57.225014,51.299297,74.692795,50.966587,59.053352,66.60673,54.641407,35.30329,52.501514,52.608433,24.117832,40.00593,51.29682,14.903559,39.365894,65.54905,63.661385,59.910557,67.19382,64.36238,58.324116,66.86173,73.46268,39.6218,66.93934,31.70407,40.983917,37.32417,56.97445,63.407055
5,92.04597,38.80458,71.33971,39.06073,54.734455,65.40473,46.863457,41.131744,71.21211,28.28229,58.760456,22.894308,63.863125,59.525246,65.00744,64.57909,57.119675,51.461372,74.63893,51.00316,58.945457,66.554474,54.624443,35.37547,52.503548,52.751022,24.13586,40.02345,51.24386,14.9772,39.2597,65.55005,63.679317,59.910362,67.15832,64.39832,58.18007,66.77433,73.42718,39.69444,66.86784,31.777552,40.948868,37.360542,56.77258,63.006428
6,92.046165,38.840794,71.3039,39.097332,54.753273,65.4755,46.82829,41.16807,71.176414,28.337252,58.724846,22.931194,63.85405,59.51643,64.95324,64.54403,56.977814,51.570324,74.603134,51.03949,58.783962,66.5027,54.625183,35.429375,52.505074,52.85796,24.136585,40.059044,51.19063,15.032723,39.15412,65.58637,63.71519,59.90998,67.1593,64.4873,57.982918,66.72289,73.42752,39.730473,66.83249,31.850391,40.91382,37.39691,56.570698,62.60577
7,92.00963,38.841373,71.21347,39.098766,54.772087,65.546265,46.793674,41.240177,71.14016,28.337923,58.68877,22.931913,63.85363,59.48079,64.93552,64.56199,56.87226,51.71451,74.53086,51.04042,58.65821,66.450615,54.571575,35.448246,52.5066,52.964893,24.136948,40.076843,51.19168,15.105173,39.04855,65.622696,63.751064,59.909595,67.1242,64.55882,57.838886,66.6355,73.391495,39.749058,66.760994,31.923864,40.896294,37.415096,56.368797,62.205082
8,91.991356,38.841663,71.1415,39.135937,54.790905,65.617035,46.758507,41.276505,71.10427,28.374786,58.65316,22.9688,63.871567,59.480595,64.935104,64.52641,56.78439,51.840603,74.47717,51.094917,58.49627,66.363365,54.572563,35.520115,52.508636,53.10746,24.13731,40.09464,51.13872,15.178803,38.906986,65.62402,63.768578,59.873768,67.12519,64.6478,57.641293,66.54859,73.3922,39.82112,66.68951,31.997334,40.878773,37.43328,56.166885,61.80436
9,91.97308,38.84195,71.033,39.137657,54.790535,65.59043,46.70604,41.348877,71.0499,28.375792,58.61755,23.005684,63.871147,59.444954,64.88111,64.50915,56.67886,51.984756,74.40491,51.095848,58.37053,66.31128,54.555355,35.574318,52.546143,53.231754,24.173367,40.129677,51.103767,15.252035,38.80143,65.66035,63.80445,59.873383,67.08969,64.68373,57.497272,66.461205,73.356346,39.85772,66.61802,32.070797,40.843723,37.469646,55.98346,61.450813
10,91.97329,38.878162,70.96104,39.174824,54.79017,65.563835,46.670876,41.3852,71.0142,28.430748,58.599747,23.024126,63.834846,59.409702,64.86277,64.47375,56.537056,52.093655,74.36912,51.13218,58.209064,66.25952,54.5197,35.592888,52.54767,53.33867,24.173729,40.147472,51.05081,15.325657,38.69588,65.69666,63.84033,59.872997,67.05479,64.77304,57.299694,66.374306,73.356514,39.875736,66.52807,32.108482,40.844326,37.50543,55.80002,61.09724
11,91.936745,38.87874,70.85254,39.17654,54.7898,65.53723,46.63571,41.421524,70.97832,28.46761,58.581944,23.042566,63.816696,59.39208,64.826706,64.45631,56.431793,52.255623,74.31526,51.16874,58.046913,66.15454,54.502743,35.66505,52.5497,53.481216,24.174091,40.16527,50.9976,15.3811655,38.59034,65.73298,63.858265,59.872807,67.019295,64.80897,57.156395,66.34014,73.321014,39.94836,66.49274,32.1813,40.80928,37.541794,55.61657,60.74365
12,91.91848,38.87903,70.725975,39.178547,54.789433,65.510635,46.60111,41.493614,70.94206,28.468279,58.546337,23.079449,63.798546,59.37445,64.808784,64.456474,56.325825,52.36404,74.243004,51.169666,57.97477,66.101974,54.503483,35.71895,52.551228,53.58812,24.174816,40.200867,50.98091,15.472102,38.48419,65.73397,63.894142,59.87242,66.94791,64.84523,57.013103,66.30597,73.321365,39.98439,66.421265,32.254753,40.755814,37.54267,55.433105,60.39003
13,91.881935,38.87961,70.65402,39.21571,54.789066,65.48403,46.56595,41.529934,70.90618,28.505136,58.510265,23.080166,63.744095,59.32157,64.79065,64.438866,56.220345,52.508133,74.20722,51.205994,57.866207,65.9965,54.449883,35.737816,52.552753,53.69502,24.210148,40.20031,50.909706,15.527996,38.378662,65.77029,63.930016,59.872036,66.91281,64.91674,56.851734,66.254234,73.28534,40.00297,66.34979,32.3282,40.756413,37.57845,55.249634,60.03639
14,91.86377,38.898003,70.54555,39.217426,54.788696,65.45743,46.531345,41.602016,70.87049,28.560087,58.492695,23.116688,63.74367,59.28593,64.75438,64.40363,56.0786,52.616978,74.116905,51.207153,57.75811,65.92652,54.414974,35.810276,52.554787,53.837543,24.210873,40.2359,50.856503,15.583495,38.273144,65.806595,63.91166,59.83659,66.87732,64.95267,56.708458,66.22007,73.285866,40.05701,66.278336,32.40164,40.72137,37.614815,55.080826,59.711018
15,91.845604,38.916393,70.47361,39.25459,54.78833,65.43083,46.49619,41.638332,70.83424,28.560757,58.456623,23.117405,63.70737,59.25068,64.736244,64.386024,55.991528,52.79649,74.045,51.243942,57.649784,65.83879,54.361874,35.865067,52.556313,53.944427,24.211597,40.271496,50.78504,15.621277,38.131638,65.807915,63.965473,59.836014,66.788,64.9891,56.547108,66.168335,73.24967,40.05758,66.24301,32.474445,40.721973,37.650593,54.91201,59.385628
16,91.82733,38.916683,70.36514,39.256306,54.787964,65.40423,46.443176,41.67492,70.79837,28.597612,58.42102,23.154284,63.652924,59.1978,64.682045,64.35097,55.886326,52.958366,73.972755,51.24487,57.541695,65.768814,54.32697,35.93752,52.55784,54.05131,24.229626,40.289013,50.713844,15.677162,38.06089,65.80857,63.965263,59.818195,66.75311,65.078384,56.439064,66.09837,73.19537,40.058426,66.171555,32.54788,40.68693,37.686954,54.74318,59.06022
17,91.80907,38.916973,70.23861,39.258305,54.78674,65.31555,46.408577,41.746998,70.744,28.598616,58.38542,23.191162,63.616623,59.162548,64.67277,64.32437,55.78114,53.120224,73.84633,51.246494,57.433136,65.663345,54.237484,35.95698,52.63182,54.228565,24.247652,40.30653,50.66065,15.732653,37.990143,65.809235,63.96463,59.76474,66.71763,65.114296,56.295094,66.01101,73.15935,40.077003,66.100105,32.621304,40.65189,37.723312,54.57434,58.73479
18,91.7909,38.935368,70.16687,39.31347,54.78551,65.226875,46.373425,41.78331,70.70831,28.65356,58.36762,23.2096,63.6162,59.126904,64.6635,64.29778,55.640182,53.282505,73.77426,51.26535,57.30672,65.558044,54.202583,36.029427,52.651203,54.33522,24.248377,40.342125,50.5892,15.770427,37.88341,65.77491,63.98236,59.746727,66.646255,65.15055,56.151127,65.92365,73.10506,40.07785,66.028656,32.694725,40.634373,37.741493,54.405495,58.40934
19,91.772736,38.95376,70.058426,39.31518,54.730778,65.1387,46.338833,41.85538,70.67207,28.65423,58.34982,23.228039,63.56175,59.074024,64.62702,64.24477,55.535027,53.44432,73.64784,51.266975,57.234585,65.505486,54.149494,36.08421,52.6887,54.459465,24.24874,40.35992,50.518017,15.8263035,37.81267,65.775566,63.98194,59.71109,66.611176,65.222046,56.09615,65.817726,73.06886,40.078415,65.93874,32.73238,40.61685,37.75967,54.267467,58.11733
20,91.75446,38.95405,69.95036,39.352905,54.729553,65.05002,46.30368,41.891685,70.635826,28.654898,58.31422,23.264914,63.525448,59.038773,64.60847,64.19158,55.44777,53.605896,73.575615,51.267902,57.12603,65.40002,54.114597,36.156647,52.708336,54.58392,24.249102,40.377716,50.500816,15.881004,37.705948,65.74125,63.98173,59.69327,66.57569,65.25796,56.00548,65.71213,73.0151,40.1333,65.903435,32.805164,40.581814,37.79603,54.129433,57.825302
21,91.7362,38.954338,69.84193,39.35462,54.674816,64.96184,46.26853,41.927994,70.59996,28.691748,58.278156,23.265629,63.470997,58.985897,64.55406,64.13874,55.342636,53.767673,73.50338,51.26883,57.01795,65.33005,54.025124,36.1761,52.72797,54.70837,24.285156,40.41275,50.429638,15.936875,37.635212,65.741905,64.03492,59.639233,66.4864,65.29437,55.950264,65.58846,72.978905,40.133865,65.832,32.878574,40.582417,37.831802,53.991386,57.533257
22,91.70879,38.95477,69.7335,39.356335,54.673588,64.873146,46.233944,42.000057,70.52747,28.693085,58.242558,23.302504,63.435123,58.98629,64.54479,64.112144,55.201748,53.929867,73.37716,51.28838,56.909634,65.24233,54.00893,36.302113,52.80194,54.885593,24.285519,40.430546,50.3582,15.974641,37.528492,65.70759,64.034706,59.62141,66.41564,65.38397,55.859592,65.48287,72.924614,40.134712,65.7967,32.95135,40.547382,37.868156,53.853336,57.241196
23,91.6814,38.955204,69.607574,39.412342,54.67236,64.784454,46.198795,42.03636,70.473114,28.694088,58.206963,23.339375,63.398823,58.95104,64.535515,64.085556,55.09664,54.091602,73.30494,51.289307,56.801556,65.172356,53.97429,36.392498,52.82132,54.992226,24.285881,40.44834,50.305023,16.030115,37.457764,65.708244,64.03429,59.58577,66.34429,65.42022,55.750355,65.32423,72.8886,40.153286,65.72527,33.024754,40.493927,37.86903,53.74299,57.01465
24,91.6816,38.99141,69.49916,39.41405,54.617622,64.69627,46.14636,42.10869,70.436874,28.694756,58.1709,23.34009,63.32644,58.898357,64.49904,64.03254,54.99155,54.25332,73.17856,51.290928,56.693005,65.0669,53.957596,36.482582,52.85881,55.116444,24.286604,40.483932,50.233856,16.085978,37.351055,65.67393,64.05202,59.567757,66.27294,65.45646,55.695374,65.21829,72.83431,40.154133,65.653854,33.09815,40.49453,37.9048,53.632637,56.788094
25,91.645065,38.991985,69.390755,39.415764,54.616394,64.607574,46.111214,42.14499,70.40101,28.731604,58.135303,23.37696,63.29014,58.863106,64.480484,63.979347,54.850224,54.379807,73.10634,51.291855,56.566605,64.96161,53.922962,36.572956,52.878437,55.24087,24.321936,40.48338,50.16243,16.123735,37.27971,65.639275,64.05139,59.514294,66.2018,65.51048,55.604702,65.11269,72.79813,40.154697,65.61856,33.170914,40.459496,37.941154,53.522278,56.561527
26,91.6268,38.992275,69.28273,39.453476,54.561653,64.51939,46.076073,42.181286,70.32854,28.732939,58.099243,23.377676,63.217754,58.81043,64.42608,63.926506,54.637646,54.524963,73.0343,51.310707,56.52994,64.89097,53.888077,36.64537,52.898067,55.36529,24.322659,40.518967,50.10926,16.179201,37.173004,65.60496,64.05118,59.49647,66.13046,65.546715,55.549473,64.98901,72.743835,40.155544,65.54714,33.2443,40.42446,37.977505,53.411915,56.33495
27,91.60853,38.992565,69.17433,39.45519,54.507156,64.44894,46.041492,42.253338,70.292305,28.733606,58.063885,23.432623,63.18188,58.81082,64.51572,63.925636,54.60411,54.685757,72.907936,51.31233,56.493046,64.802574,53.87164,36.753395,52.989635,55.52447,24.323383,40.554558,50.038105,16.235054,37.10166,65.57031,64.05055,59.44301,66.04119,65.58312,55.4588,64.883415,72.7261,40.191845,65.47574,33.31768,40.38943,38.013855,53.301544,56.108364
28,91.60874,39.02877,69.04788,39.457184,54.452168,64.343,46.00635,42.28963,70.23851,28.788876,58.027824,23.433336,63.145584,58.77557,64.551155,63.88971,54.552452,54.828934,72.83573,51.313255,56.41996,64.67903,53.80088,36.826397,53.062584,55.630444,24.34141,40.572075,49.96669,16.272806,36.994965,65.535995,64.08622,59.424797,65.97047,65.6727,55.349556,64.724754,72.69027,40.228428,65.42239,33.390743,40.354404,38.050205,53.85924,56.38671
29,91.572205,39.029346,68.976006,39.49432,54.37959,64.25499,45.97177,42.36168,70.20228,28.789543,57.991764,23.43405,63.0732,58.722893,64.60473,63.871395,54.50105,54.989914,72.7092,51.296955,56.38306,64.59063,53.784443,36.93441,53.09981,55.73684,24.359436,40.589592,49.93178,16.345974,36.923,65.466034,64.12168,59.388763,65.89914,65.70892,55.312412,64.618645,72.61807,40.247566,65.35099,33.46412,40.319374,38.08655,54.417023,56.665104
30,91.55394,39.029633,68.86763,39.496033,54.324596,64.149055,45.936634,42.39797,70.129814,28.790876,57.955708,23.434765,63.0369,58.687645,64.63996,63.817677,54.4494,55.133064,72.67328,51.31534,56.34592,64.48448,53.75007,37.04271,53.191376,55.896008,24.36016,40.625183,49.89661,16.40104,36.81631,65.431725,64.121475,59.37094,65.82781,65.74515,55.275265,64.51253,72.582245,40.28415,65.2796,33.537483,40.283745,38.087128,54.97489,56.94354
31,91.535675,39.029922,68.79577,39.533165,54.251522,64.02555,45.88365,42.43453,70.09358,28.791544,57.919647,23.435478,62.96452,58.634968,64.67541,63.781746,54.362015,55.27663,72.63718,51.315804,56.27331,64.39643,53.715195,37.115105,53.26432,56.001976,24.360521,40.642975,49.861706,16.4742,36.744976,65.39708,64.15694,59.334908,65.7567,65.79916,55.201942,64.37126,72.5097,40.267265,65.244316,33.610226,40.24872,38.123474,55.53284,57.22201
32,91.53588,39.066128,68.68739,39.534874,54.197025,63.955097,45.884773,42.506027,70.057724,28.828386,57.88359,23.436192,62.98267,58.65259,64.76506,63.78087,54.38137,55.383286,72.56498,51.31673,56.21808,64.2727,53.69876,37.2231,53.301544,56.108364,24.360884,40.66077,49.826004,16.49307,36.638287,65.36277,64.156525,59.299263,65.68539,65.83538,55.164795,64.26514,72.47387,40.303844,65.17293,33.683582,40.21369,38.15982,56.086628,57.450726
33,91.49935,39.066704,68.61554,39.572006,54.142033,63.84916,45.84964,42.542313,70.00338,28.829388,57.848003,23.473057,62.94637,58.617344,64.80051,63.744938,54.400723,55.489937,72.528885,51.317192,56.145466,64.18465,53.66389,37.295486,53.33927,56.250347,24.396938,40.695805,49.7911,16.566227,36.566956,65.328125,64.1922,59.281048,65.596146,65.871765,55.073627,64.12404,72.40168,40.32298,65.10155,33.756935,40.17867,38.196163,56.64051,57.679478
34,91.48109,39.06699,68.50719,39.573715,54.06945,63.76114,45.814507,42.578598,69.93092,28.83072,57.81195,23.473772,62.910503,58.617737,64.85409,63.72662,54.36597,55.5616,72.456696,51.31812,56.108322,64.07849,53.629524,37.403763,53.376747,56.374523,24.397299,40.7136,49.755936,16.621284,36.45965,65.25851,64.19178,59.2454,65.52504,65.92576,55.03672,64.03565,72.36586,40.359554,65.06628,33.829662,40.143646,38.232506,57.19448,57.908268
35,91.44456,39.06757,68.398834,39.57542,54.014454,63.655197,45.815067,42.614346,69.89507,28.867561,57.775894,23.474485,62.87442,58.60031,64.889336,63.672894,54.385323,55.668243,72.42078,51.336506,56.071415,63.99008,53.57672,37.476433,53.41447,56.516495,24.397661,40.73139,49.666553,16.659407,36.38832,65.22386,64.22725,59.209362,65.45394,65.97975,54.999325,63.911774,72.29332,40.342674,64.9949,33.903008,40.108624,38.26885,57.748554,58.137096
36,91.42639,39.085957,68.32699,39.61255,53.941372,63.53168,45.779938,42.65063,69.85884,28.868227,57.739838,23.475199,62.83855,58.600708,64.92478,63.636955,54.368195,55.721878,72.38468,51.336967,55.998325,63.866516,53.54236,37.584698,53.434086,56.64087,24.398384,40.76698,49.63139,16.71446,36.281647,65.18956,64.227036,59.191536,65.34679,66.0163,54.925995,63.770493,72.27559,40.378967,64.90549,33.976658,40.072998,38.269424,58.30272,58.365967
37,91.40823,39.104347,68.21865,39.614254,53.90471,63.461052,45.74537,42.722656,69.82262,28.868893,57.703785,23.475912,62.802254,58.56546,64.99631,63.61846,54.36968,55.828724,72.31249,51.337894,55.961414,63.778107,53.525932,37.692665,53.471806,56.78283,24.433714,40.766426,49.596497,16.787603,36.210323,65.15492,64.262505,59.1555,65.275696,66.07028,54.88884,63.664352,72.23977,40.415543,64.870636,34.08542,40.03798,38.305763,58.815193,58.547256
38,91.38997,39.104633,68.14681,39.651382,53.868042,63.39042,45.74593,42.7584,69.73205,28.87056,57.667732,23.476625,62.820404,58.583084,65.04949,63.564552,54.352795,55.90016,72.276405,51.338356,55.87047,63.654713,53.49107,37.76503,53.509274,56.906986,24.434437,40.802013,49.56134,16.842651,36.103657,65.12062,64.261665,59.084198,65.20461,66.12427,54.797665,63.52324,72.167595,40.434673,64.79927,34.158745,40.00296,38.342102,59.327755,58.72858
39,91.371704,39.104923,68.03848,39.653088,53.795708,63.32014,45.7108,42.794678,69.75035,28.888311,57.63239,23.531563,62.784107,58.547836,65.10268,63.51064,54.37215,56.00679,72.20422,51.339283,55.8876,63.601276,53.456715,37.873276,53.546993,57.04893,24.43516,40.8376,49.525913,16.879606,35.99636,65.051,64.297554,59.083805,65.09747,66.160805,54.79644,63.434494,72.131775,40.471245,64.72792,34.23207,39.96794,38.378437,59.8404,58.90993
40,91.353546,39.12331,67.96666,39.69021,53.75904,63.249508,45.675674,42.830956,69.71413,28.888979,57.596336,23.532276,62.74824,58.548233,65.15586,63.456726,54.337154,56.060627,72.24067,51.37466,55.85093,63.530613,53.43979,37.94534,53.5666,57.173286,24.435522,40.855392,49.490757,16.93465,35.995728,65.01569,64.31509,59.04796,65.06204,66.19668,54.794724,63.310238,72.05925,40.45436,64.65657,34.30539,39.932926,38.414776,60.35314,59.091316
